,label
233805,1
384330,0
363847,1
78394,1
195506,3
324054,3
38682,2
231518,1
225673,3
193896,4
401033,0
349553,0
389165,1
405915,0
196870,1
375142,4
175596,0
195603,0
105874,3
254722,0
24788,3
46090,1
235272,1
126331,3
310756,1
357024,0
404617,1
238361,4
160380,3
277965,1
10909,4
34151,1
178002,4
400451,1
358320,0
339626,0
215438,3
240197,4
203104,2
10337,4
107860,1
363723,0
228917,1
111499,4
403813,2
55818,4
210007,2
18414,5
389783,4
305106,1
341744,0
234926,1
365646,2
361868,4
130928,0
271623,3
402555,3
167766,1
91110,4
295838,1
398839,1
174216,4
64931,3
291011,1
23331,0
189105,1
125572,3
313629,0
213269,5
375251,4
234806,2
68164,1
158364,5
162577,1
265947,1
379838,4
299634,4
35729,1
157988,3
401138,1
127498,2
368521,3
320012,3
48617,4
56810,1
9617,0
405693,4
355491,0
286164,3
279975,0
252656,0
106691,1
168620,0
104932,4
118425,0
7170,1
83599,1
165304,1
386335,5
273571,1
383214,2
26019,0
18868,1
365809,0
287979,0
247362,5
3499,3
133731,4
38402,1
324694,0
77025,5
199822,0
395330,0
56140,1
324778,1
178738,0
257260,1
190433,0
6187,0
196341,0
350284,0
95105,5
117804,1
400033,0
270370,1
73198,1
61577,3
139007,3
141459,0
183002,1
181608,4
191044,1
97979,0
244425,2
344145,1
357796,3
412788,4
270205,0
1668,0
368819,3
75391,0
35996,1
56015,3
130589,5
311501,0
263538,3
229618,0
254117,0
398094,1
365871,1
13163,2
133475,2
55123,1
319683,1
270,0
257766,4
260250,0
96072,4
239999,0
345798,5
252536,4
69524,0
235152,1
348140,1
346982,1
239499,4
396087,0
264453,3
4285,3
258395,0
265708,1
44813,1
18176,1
33640,1
230325,4
403775,0
165416,1
144987,0
224041,1
2305,0
281339,0
414269,0
231629,1
394626,1
80531,1
105666,1
205488,1
8,5
194336,0
142874,0
29851,1
95875,1
225993,4
290043,2
361808,4
280396,4
334662,4
412277,4
215951,1
353702,4
206898,1
332787,1
108881,1
298911,1
155635,1
369977,0
330497,1
22867,2
299706,0
17916,3
75243,3
161943,0
252678,2
113509,1
416301,0
132534,0
365605,0
177831,2
313728,5
301343,0
230451,1
367192,1
183075,0
285084,1
385892,5
305463,1
49386,5
243316,1
289801,5
292180,2
354473,1
188960,1
244162,0
352516,0
20389,0
35742,0
147691,1
248094,0
115850,5
133813,0
145337,1
217789,1
375604,0
222650,1
204739,1
170156,2
174858,3
330388,1
136794,1
235012,0
28672,1
290279,2
77515,4
369948,1
212599,1
204499,1
353083,0
165422,1
321177,1
9281,4
200807,1
380333,0
336077,1
365500,5
143681,1
372109,2
12442,1
375312,0
211922,3
104746,4
303497,0
404144,0
363269,0
61876,1
161938,1
295976,2
409775,1
119493,1
338959,1
270747,4
237334,1
381234,1
276414,0
377910,0
222134,1
353989,4
339328,2
413558,4
239610,1
169674,1
155810,1
340709,2
66635,3
155396,1
345576,1
326212,1
346845,0
115334,4
323864,0
46780,3
271568,2
338542,3
309339,0
389157,0
333749,4
409457,0
126404,0
9468,0
340115,1
410249,0
390430,0
190444,1
162688,0
193784,2
282121,3
407992,4
237703,0
35004,1
63421,3
36454,2
155559,4
411894,3
315474,0
225539,0
174605,3
380959,0
113786,0
356861,4
353269,0
236792,1
358054,1
170696,1
312588,3
102336,1
195029,1
106155,3
129569,0
199572,1
327250,4
48619,1
61533,3
3150,1
32778,2
356217,0
179587,0
184341,3
280888,0
66179,0
35164,2
90366,2
314059,1
334500,1
324795,1
157609,0
389919,0
62641,0
308531,0
162423,3
189367,2
80824,0
330218,0
155386,0
47576,3
205870,0
269786,0
14364,4
294923,3
136281,1
307250,0
185279,1
353767,0
319143,1
192765,0
371799,4
86134,3
191323,1
115455,1
191896,1
72256,1
157094,2
369226,0
48174,1
103250,0
212055,1
190363,0
56205,1
36227,4
46444,0
171925,0
362894,0
23090,1
357165,2
311220,2
39441,0
391790,1
198512,3
148129,1
27242,0
233478,1
1215,3
95748,0
377920,0
184838,2
79112,1
33244,1
374283,1
338443,1
160608,3
229991,1
351462,0
214629,0
220672,0
362680,0
51650,2
72368,1
240011,1
99510,1
253478,1
33306,1
86814,0
385856,3
381617,3
343270,0
159692,0
39148,0
317767,4
135945,1
97261,3
309641,2
283454,3
54547,0
132834,0
314305,1
78791,0
241171,2
138557,0
76207,0
103374,0
301730,5
351276,0
5751,1
206163,0
35491,3
355271,0
266826,3
221236,1
330010,1
204180,4
275988,4
300059,1
24831,1
9666,0
24164,3
316299,0
217758,1
127647,2
230054,2
42856,0
325038,2
298599,0
364620,1
143591,2
48925,0
404811,1
272528,3
74263,3
242269,1
130937,0
148595,1
323604,1
189086,3
340792,1
149969,0
212790,0
141804,0
163587,1
218902,3
318190,3
205302,0
136694,1
95327,3
156528,0
363167,1
212139,1
371155,4
367168,4
383864,2
68416,1
208478,1
296746,0
264399,3
354472,1
161908,2
131075,3
324933,0
183174,4
65189,5
220261,4
76883,5
188522,1
297137,3
332161,1
393626,1
312831,2
92061,0
66158,1
181203,0
6054,0
159915,0
385352,0
274153,3
356978,0
227449,0
118279,4
7167,0
208162,1
276317,0
272458,1
332548,0
124319,0
343551,0
290636,3
172427,4
218523,1
351305,3
380133,1
65659,1
270820,0
152905,3
355326,2
146181,0
386688,2
406372,5
124419,0
176077,0
36276,4
278876,0
268116,0
94766,1
16692,0
194746,1
298628,1
373958,0
95874,1
162731,0
202735,3
254689,0
406831,0
278742,0
148632,4
197530,0
259509,1
379635,3
207126,2
56914,0
123486,4
44190,0
153610,2
373617,0
132664,0
50475,5
410461,1
24667,0
182077,0
210546,1
285598,3
373245,0
408031,1
408331,1
146501,1
306657,5
317798,1
26599,0
150073,0
341119,5
73451,0
353492,1
311405,1
233755,0
309554,1
41259,2
373659,0
358384,0
373250,3
199461,1
2672,1
316632,2
394148,1
391503,0
192152,0
304208,4
234620,1
224632,4
285877,0
382869,4
369175,2
11760,3
184081,3
238049,1
194123,0
371825,1
264557,1
373460,2
7838,3
136235,1
139283,0
82247,0
88525,1
301753,4
347383,0
119466,4
164595,5
163189,2
10032,3
286176,3
376462,4
20213,2
136389,1
280609,0
143823,3
335887,0
94573,0
225199,5
6004,0
275456,1
250667,4
205818,1
68645,0
194447,3
386455,4
239580,0
298863,0
129429,1
123291,1
319163,1
155322,0
339632,1
297689,1
320392,0
123370,4
151959,0
173304,0
18488,1
144323,2
362809,3
162770,5
148972,1
225688,1
208200,0
187861,0
217905,1
210111,5
23013,1
128957,2
156259,0
386594,1
167197,1
244713,2
41133,1
264022,1
290023,1
112588,2
25063,4
360903,0
346419,1
224732,4
191155,0
146504,1
73171,2
140838,0
287239,2
7571,0
280128,3
304999,1
396807,1
78595,0
133659,0
261735,4
412481,0
360549,3
246489,3
103443,1
331310,4
114739,0
321242,1
217291,0
59150,1
292438,1
361740,1
186981,3
271185,3
104501,1
338571,0
279094,0
329236,2
196356,0
128996,1
112945,0
201637,3
385212,0
301677,0
72836,0
359714,3
275395,5
407469,1
83964,2
190181,3
281098,2
271837,2
98296,1
180936,4
43488,3
282752,2
84096,3
344084,1
105351,1
406106,3
357120,2
302234,0
337572,0
37760,5
231296,4
252134,3
298941,0
143438,0
230748,4
131671,1
103782,4
137737,1
327871,5
51527,3
223914,1
302285,2
150421,1
259594,1
89101,1
383206,1
309698,0
245660,0
171152,3
139968,0
128994,1
131552,3
312443,1
193887,0
185010,1
244724,3
348428,0
157953,1
112253,2
274689,0
264705,0
295531,1
266579,0
124392,2
231295,2
66889,1
386266,1
44645,1
78059,1
257070,0
248092,1
304410,0
413608,1
92888,1
320666,0
235155,0
364767,0
389007,1
389337,2
258424,0
37952,1
344660,0
106503,2
340835,1
388553,0
31831,3
375470,0
152514,2
325896,4
231109,4
242825,0
115220,1
353401,4
170000,0
240000,0
372677,1
194589,1
336406,1
173707,0
227685,2
266651,2
268371,1
114939,3
251554,1
122956,0
234836,3
353011,1
281119,1
218219,1
190510,0
60649,0
276864,1
3867,0
349658,1
149345,4
189715,1
216449,0
232936,2
291727,1
272877,2
412669,1
54218,1
250749,5
165590,1
35463,3
378095,0
94495,5
289413,1
249540,4
377313,0
239971,4
372729,4
210893,0
113815,1
361430,1
305177,3
271024,1
299879,1
267177,5
192935,1
149482,0
190666,4
407852,0
175622,0
400533,3
266638,1
307186,3
8256,3
79025,1
190695,1
202626,4
243082,3
187209,3
352509,2
348270,1
68488,2
143271,0
234121,2
9931,1
334293,1
134914,3
173351,4
171817,4
314541,2
350085,0
111851,1
365382,0
222882,3
342810,3
112242,1
284758,0
57439,5
360982,1
351397,1
115332,0
211885,1
203835,4
260272,1
247588,3
242449,1
376048,1
365499,1
410511,0
40878,4
305767,0
199256,1
233010,0
145631,0
244433,1
354201,0
83556,0
252112,2
172062,3
203905,3
219059,0
136847,1
65918,4
230889,3
382580,0
406675,4
301364,4
31510,1
147863,4
65424,4
320083,4
138032,1
311413,0
173396,1
123679,2
64580,0
72424,0
159699,3
101258,1
351747,0
148194,2
411388,0
281895,1
295421,1
310411,0
370605,1
47523,0
252743,0
244957,1
169050,4
124350,0
169970,4
37356,1
171678,2
98913,4
105904,1
132567,1
77407,3
193390,1
57608,1
130330,2
302872,1
158342,0
285939,0
319158,2
361853,1
54373,1
307830,3
207270,0
83451,1
137059,1
282484,0
354607,2
358016,0
133179,3
142866,1
334482,3
11549,3
218114,1
265682,0
105605,1
314968,0
74015,2
331292,0
73210,2
276321,3
359443,3
358067,3
371620,0
309732,3
4353,1
375136,4
113124,4
312214,0
8087,0
163371,3
3769,0
364358,3
61078,3
43718,1
212930,1
178046,3
374996,1
35010,0
58618,2
318999,4
321864,0
53297,4
300539,1
99420,1
290607,1
169148,1
71588,2
11850,1
90051,1
268709,0
234538,4
384605,1
264559,1
370442,1
400087,0
337168,4
21944,2
339623,4
263026,2
162009,1
144116,4
229632,4
75304,1
270381,0
159363,3
177819,0
263495,1
105888,1
29220,5
206112,2
180099,2
86616,3
340118,4
126095,3
215634,1
145691,0
231280,3
304697,1
375707,3
330517,1
45603,1
106815,1
375186,2
361494,0
185544,1
160095,0
323726,0
358518,0
365872,1
229649,1
202128,0
412159,1
348638,4
393481,3
396090,0
393122,0
351843,0
317214,4
230327,3
347566,3
74013,3
243313,3
282053,0
315553,0
324389,0
213769,1
312807,0
240898,3
176075,2
34486,1
280947,1
342717,3
541,4
195971,0
380700,0
144618,0
36613,0
170964,1
27965,3
50636,1
355642,3
153712,1
235358,0
329806,4
159270,0
183875,5
125441,0
63231,2
159377,1
225681,3
384818,0
143047,0
93815,0
41167,0
111297,0
384856,1
33990,1
170423,4
240950,4
314634,4
164281,0
186734,0
10308,0
107183,1
312147,0
353177,3
219498,0
232419,1
317778,1
93099,0
46156,1
256810,0
59870,1
141193,0
5390,3
373758,3
342233,3
223145,1
410734,3
75944,3
276436,1
297955,0
58530,0
220292,5
379554,3
63636,3
56620,4
388251,1
341897,4
225570,3
38200,0
200292,2
157002,0
401861,0
128238,2
66552,0
135492,3
288648,1
277413,1
69068,1
14718,1
300514,0
60584,3
111609,0
138516,0
144665,1
168147,4
368190,1
53763,1
165653,2
227295,0
22401,1
344379,1
39196,1
382465,1
59004,4
308038,1
14207,1
232252,1
127526,1
123599,1
201773,1
305276,1
323778,1
189642,0
14808,3
137925,3
236840,2
304913,3
250177,0
17514,4
91223,1
25859,0
314112,1
379005,1
287113,1
13223,0
83650,3
351039,0
322282,3
342221,1
273138,3
182911,1
380884,1
326422,3
75811,1
148618,2
153850,4
376567,1
316956,1
155769,3
257624,3
213360,0
156791,3
356281,2
93250,0
150134,4
396020,1
362075,1
197946,0
359219,0
73645,5
363121,1
206483,1
190640,0
151964,5
351828,0
412335,1
18130,1
368945,0
346480,5
194929,1
44370,1
221223,0
309541,2
398107,4
195576,1
43589,0
229729,1
95204,1
5212,1
46278,0
388404,1
368484,1
359592,2
314354,4
331451,2
220112,2
300438,4
315522,5
357624,1
222164,1
138250,1
84906,2
144096,4
33978,0
74731,1
270225,1
164563,0
31415,1
374976,1
116809,0
16159,1
305634,0
399845,1
383909,0
326088,4
180321,4
254466,3
156643,2
66898,1
245517,0
328410,0
323432,4
211063,0
401669,0
117580,3
29190,0
297033,3
371551,1
174199,2
320857,4
119762,0
199450,0
115702,0
37556,1
359715,1
207540,1
400428,0
93310,4
203406,4
79548,1
20685,5
203142,0
200192,1
54392,1
120274,1
291646,0
45948,1
113157,2
106570,4
298151,0
353784,0
367216,2
119395,0
336357,3
9102,1
162537,0
167952,1
292795,0
256446,0
374746,0
243646,3
19141,1
346844,3
157884,0
108493,0
220688,0
332290,0
132023,1
333060,1
366296,0
62679,0
252020,3
43215,5
266204,0
157630,2
20951,4
11275,0
314547,3
156579,0
238947,1
333590,5
35245,1
35539,1
51058,1
389914,4
152244,1
332003,4
344308,0
304421,1
341701,1
295223,4
49406,1
402435,1
189327,3
65318,1
90474,4
264673,0
73479,0
39578,4
243768,0
384475,1
155172,1
203566,1
246408,1
407276,0
395979,4
489,0
297131,5
159623,3
278880,0
114594,0
2112,1
323353,1
322173,0
223191,1
384634,3
368361,1
64857,3
145299,0
143168,0
122633,4
288184,2
167123,0
344725,1
104081,0
36142,2
152307,2
260194,3
124592,3
381222,0
346073,3
313543,1
20708,1
153972,3
255114,1
162137,2
379012,3
377943,0
380018,4
275695,0
186169,0
45743,3
387862,1
351048,1
240446,0
296847,3
81904,2
264695,0
128405,3
342209,3
197031,0
401942,2
192043,1
39529,3
273500,4
409852,0
163575,0
196166,4
378157,4
65360,1
357715,0
358478,1
161771,1
176640,0
342720,4
80203,1
14446,1
103105,3
216514,0
134568,5
10151,0
359431,1
40977,0
28019,4
319387,1
35462,1
190934,2
243844,0
228832,0
399452,1
16824,0
360841,3
325848,0
126039,0
181269,1
240986,1
165237,4
151602,0
347830,1
34210,1
306607,1
156408,2
379304,1
235694,1
188766,4
232302,3
156487,0
290465,2
148405,3
112951,0
130179,4
360864,1
178561,4
166324,0
58035,1
199668,5
362463,2
18435,4
129994,2
3820,0
148404,1
402131,4
365881,1
385223,0
352946,1
352851,0
277087,1
20928,2
146249,0
31886,4
156073,1
193699,1
325718,3
201951,1
251770,1
186667,0
207039,0
179562,4
245978,2
376618,1
398842,3
287025,0
316707,3
47508,0
306406,0
114681,0
192644,1
139655,0
127174,3
146759,1
313544,1
51441,3
98799,0
344518,3
216379,0
76001,4
124028,2
198950,1
55074,3
380055,0
207696,0
210593,4
335651,3
381626,2
407201,0
387488,0
191608,1
280545,1
323221,1
29713,1
358856,2
127226,4
1990,3
194124,0
76419,0
43056,3
171878,0
211698,4
12650,1
172128,1
386330,1
187835,3
68524,4
163546,3
235806,0
176127,0
231904,1
277178,4
268825,0
38957,1
349229,1
112799,2
356841,4
355423,4
67389,1
285613,0
145477,3
220229,0
62691,1
263493,3
153593,1
261749,4
273162,4
219105,1
190947,4
279787,3
313777,1
204173,0
220941,1
96045,2
342879,1
82827,0
119955,1
289706,0
154299,1
217614,0
403381,1
385436,0
400987,1
54825,1
234607,1
139480,0
261100,0
184171,0
203412,1
352508,1
394717,3
54398,0
11027,3
246107,2
2452,4
148449,1
258478,4
109400,4
3652,4
241593,1
415518,0
103846,0
405190,0
205691,0
274782,0
234379,1
345260,0
133995,1
169769,4
126804,3
183205,1
368057,4
358950,2
44317,0
40818,4
17551,0
361374,1
223114,0
369184,0
152424,1
116775,1
416190,0
255504,0
146890,1
307349,3
400752,0
237513,1
41432,3
118563,0
293940,4
314691,3
102935,1
192543,0
234404,4
399820,3
355712,2
225237,1
270668,0
411027,3
195311,3
327637,1
280254,2
219127,3
377380,3
336801,4
249400,0
1360,2
262777,4
395835,1
112566,2
53283,2
130865,0
363076,4
359655,1
162258,1
96374,0
376928,3
136531,0
309770,1
155745,0
93082,0
218620,1
178958,5
122449,2
362864,0
146369,1
229900,3
368598,1
112161,4
373666,3
395308,0
345978,4
280362,1
408229,4
343692,3
103698,5
235763,1
190699,5
413985,0
146935,2
229435,1
2587,3
192274,4
87852,1
98940,0
333192,0
108693,1
10319,3
93526,0
22304,1
335556,1
173391,1
46177,3
29686,1
83821,4
8413,4
172237,0
356771,0
132256,5
258882,0
202243,1
16639,4
353969,4
324557,3
303607,2
228992,1
349935,0
287662,0
69005,1
248337,0
260337,1
312407,2
377732,3
162387,1
401351,3
233050,0
216736,2
372286,4
136487,0
34650,3
159278,3
1115,0
400755,4
113185,0
77584,0
232488,0
235109,1
290852,3
105797,4
137884,0
312803,1
113985,3
397241,1
186950,3
181593,1
202787,2
397040,0
211101,0
14289,0
411275,1
348914,4
40033,1
220575,0
268740,1
353517,1
390642,5
211219,3
365492,3
36783,0
90651,3
107305,0
281892,3
305310,4
364295,1
242563,1
120308,1
346727,0
27432,0
78318,3
275033,1
65764,0
183300,2
243193,4
362634,0
42986,0
201889,0
81889,1
381877,3
270364,1
302992,1
300219,1
136158,0
388011,3
57339,0
118620,0
133424,1
84890,0
348086,4
117610,0
331675,3
52511,1
45440,1
280563,3
38182,1
103229,3
126580,0
49973,0
68810,1
102674,1
126793,3
171707,0
15961,1
3137,3
180812,0
272463,2
232480,0
175775,0
106482,1
375206,3
77266,1
301058,1
172916,3
409974,4
59362,0
234927,1
329124,5
201681,1
5012,0
309612,4
167431,2
384902,1
17792,1
80432,2
210622,0
152264,1
370535,4
238658,1
276981,1
27780,0
223805,1
133887,1
292651,1
277752,0
371338,1
310188,1
302459,4
59905,1
197990,0
324646,3
404539,1
56386,0
272555,1
257352,0
25778,0
246187,3
130799,0
155663,1
250243,3
266828,0
172601,4
185522,1
242530,2
69680,3
403521,1
4109,1
194323,1
394474,0
278786,5
387263,4
321686,1
109602,4
110267,1
104838,1
17175,3
206471,4
135463,3
374096,1
408560,1
402445,4
383715,1
293079,0
303362,4
23156,3
337398,3
203158,3
268780,4
251630,1
263862,1
31527,2
304642,1
193830,1
320235,0
162491,4
99152,1
31746,0
246005,4
190923,2
290242,3
213460,2
129084,4
401295,3
230691,0
155529,5
196847,3
365810,3
136108,1
311841,1
327975,4
294835,0
329905,1
164152,4
31786,1
13187,1
240660,1
122355,0
245466,0
224943,5
371409,0
261273,1
142939,0
261524,0
94136,1
301014,1
132098,1
191535,0
192108,0
74468,1
205824,2
114484,3
356589,2
15537,1
284263,3
177307,1
46139,1
207842,4
366504,3
393568,5
402613,0
315870,0
342967,2
21035,1
233802,4
109861,1
397858,3
323495,4
3928,0
306896,0
4081,0
66337,1
116437,5
160066,3
333416,2
26499,1
266868,0
80630,2
358686,3
99743,3
46844,2
205969,1
378549,2
7127,2
272462,1
372874,0
264013,0
169666,0
382004,3
275975,1
154925,1
85836,2
295821,0
197004,4
351944,3
413950,5
355124,1
40379,4
227658,3
168424,4
404798,1
409672,3
246596,0
256130,2
399489,1
125229,0
317922,1
285775,0
1081,0
200550,1
245049,3
226004,1
355419,0
277848,1
67410,2
101809,0
323359,1
399968,3
248963,2
326210,4
353689,3
28995,1
138640,4
319787,0
202316,2
44445,0
149245,0
257387,1
223244,5
308799,5
256323,1
295939,1
65178,0
322237,1
351190,3
213698,4
12298,2
386035,0
208198,2
402225,3
74737,1
293765,1
392054,0
108579,1
232496,1
250902,4
237156,1
260174,0
342401,1
225620,1
316250,0
171710,0
172317,3
409600,0
246220,0
139815,0
395218,0
397137,4
163270,3
402215,0
184611,0
330579,1
81274,0
338902,0
250043,0
325542,2
3107,0
43155,1
359802,0
402118,1
179428,0
89015,3
178202,3
292390,2
397407,2
294150,0
71319,4
166109,5
200745,3
130218,1
326829,3
141789,2
388601,5
207226,1
99454,2
368652,1
56598,0
127320,4
82139,5
87520,0
144186,4
74405,2
107133,1
38483,1
160564,5
404790,0
280429,0
349180,0
212996,3
205942,5
3297,3
62283,3
223555,0
370916,0
301052,1
92297,2
33886,2
394220,1
126599,0
370536,1
129306,1
399703,1
189929,3
316626,1
410669,4
18823,3
130053,3
71074,5
124845,0
357330,1
84463,3
225929,0
262632,5
407046,1
391189,3
58200,4
259748,0
253078,0
414141,4
553,3
251622,1
198263,1
186519,3
351246,3
111197,2
377818,1
364344,4
273660,1
337161,1
28613,1
301013,5
331767,1
109771,3
173371,5
212907,0
374930,1
198231,0
250973,2
212846,2
70775,0
14971,0
357290,0
296624,4
253094,0
96290,2
108953,1
175773,1
112411,1
287454,4
259167,1
192918,1
129035,1
413617,0
349659,4
119308,3
112270,0
69483,3
261047,3
294148,4
415863,1
125562,1
187985,3
249047,1
133231,3
343127,1
367430,1
133104,4
58976,4
81132,4
387618,0
371047,0
379976,1
374333,0
75901,0
279305,1
128294,1
151756,2
252004,0
43231,0
258449,1
155717,0
1945,1
20658,3
41982,2
27624,1
115261,0
73805,1
361002,3
281171,4
390314,1
174322,4
202538,0
122267,0
69351,1
320425,0
29792,2
123489,0
274102,1
176751,3
145696,0
338489,0
138394,1
171237,0
140935,1
144115,1
363977,0
343975,2
202994,5
344061,0
150686,1
415407,0
370359,0
85255,0
55869,5
270523,1
201805,1
123764,0
285873,1
370758,5
320893,1
311945,0
261447,1
389499,4
98252,1
23346,1
332533,0
105255,2
45647,3
190354,1
312093,0
119772,4
117929,0
197327,1
183705,0
142610,2
147139,0
145963,0
80742,3
240230,5
41122,3
65889,1
352989,0
326075,1
76132,1
192421,4
27562,0
249503,0
397755,4
177788,3
99350,2
434,0
268616,4
367169,1
38759,1
147899,1
271586,1
204045,1
407730,0
140928,1
281627,5
286601,1
260885,1
62130,0
47567,0
406619,3
246662,3
6439,4
78150,1
393483,0
67160,1
42667,1
65259,4
358783,4
195212,4
75190,1
280745,1
259493,1
300626,4
182415,3
66753,0
89885,2
84178,1
39064,4
359346,1
322336,4
177120,1
350224,0
35411,1
186188,1
364120,2
372878,1
56258,0
275066,5
159626,5
34952,0
239559,0
91203,4
326591,1
374121,1
313207,3
357543,1
273031,3
104107,0
174381,0
309015,1
46979,3
54000,0
370082,0
10947,3
49480,1
317124,1
155206,0
25687,0
231934,3
104635,3
122943,0
172379,1
334823,1
10681,0
113721,0
163768,0
229760,2
233183,0
111858,5
90328,3
132939,0
118531,1
215899,1
114034,2
387811,1
333040,2
319252,4
171546,2
208503,1
255332,0
120205,4
338837,0
168573,1
402239,2
232856,0
315853,1
274273,0
21616,0
85243,1
205783,1
92977,0
7099,1
98574,1
60701,1
82732,3
372775,1
362525,0
396626,5
260665,0
386750,4
76042,2
9877,0
115340,2
49559,1
265942,1
178503,1
180748,1
155791,4
263078,2
329841,0
359907,2
189746,0
308453,1
347625,2
130274,4
105410,1
297479,3
72861,3
20958,0
83072,4
225189,1
368140,5
374491,2
75714,4
335205,3
118819,0
28214,0
259541,1
231362,1
40990,0
179163,3
385421,5
402257,3
63611,1
324944,0
180289,3
110090,3
274997,0
273935,1
201572,1
153778,1
404189,1
73034,4
346034,0
135488,0
272079,4
93613,0
135759,0
115718,5
323208,3
275325,1
350515,0
98210,3
369737,1
109025,3
213740,4
155910,2
401573,2
10345,1
300144,0
159246,1
20277,1
272196,3
189186,3
221850,4
195932,0
272288,0
298573,1
11116,1
159836,1
168762,0
142692,3
318745,1
40614,0
216634,3
183673,1
47927,5
344110,4
120849,1
113144,4
288595,0
381443,0
315666,3
73139,1
305074,4
90957,1
215167,3
346506,0
358654,4
140480,4
93827,2
57316,1
18191,4
80861,1
373645,1
175222,1
79498,3
284040,1
375622,0
400798,3
230531,4
130230,1
242721,1
8886,0
350600,0
23938,3
410936,0
103887,1
118945,1
73842,5
376076,1
343516,1
312963,5
5670,4
242306,5
403539,5
166756,1
382072,1
162196,0
65283,1
291177,1
10955,0
188958,2
133425,1
227946,0
83896,1
345532,0
67357,4
263666,0
157980,1
291411,5
99363,1
141123,5
217887,0
17768,3
222041,5
346310,3
56369,1
51690,1
373975,0
322030,3
154993,1
155001,2
127435,1
306214,0
74742,3
10227,4
323170,0
313422,0
276239,5
200174,4
180924,1
411901,1
132473,0
23176,5
129205,0
405451,0
180203,1
186268,1
399694,0
20037,1
230500,0
215027,2
170503,0
171407,4
89143,3
122507,0
253387,0
173981,0
49166,4
229202,1
114569,2
267571,1
380908,1
61515,0
14241,1
162510,1
236744,4
72797,2
240534,1
239031,1
162297,3
126765,4
259038,2
190121,2
130697,1
411747,3
273144,1
295833,1
292293,1
300171,1
360432,1
104222,2
212929,3
360644,0
303556,4
27568,3
121587,4
169772,0
22853,0
20025,4
367840,1
135200,1
409486,4
212556,1
400626,3
325782,4
254305,0
396842,3
248177,3
212314,1
149206,2
150364,0
71571,1
231729,2
224812,1
346458,1
43929,1
155505,1
272283,1
146476,1
381752,0
47960,4
291527,1
92939,0
76015,1
89868,2
141994,0
392537,2
47527,1
19169,1
205082,3
413217,3
25408,3
216546,4
112157,3
90281,5
317796,4
256038,4
159280,3
124745,1
372662,1
33260,4
371798,1
237079,0
116621,0
294447,1
47112,5
145078,1
293610,5
130222,1
148359,4
70857,3
145134,1
284716,0
338597,4
110067,2
64611,3
915,1
41344,0
54072,0
384016,3
284887,1
415604,1
153246,1
229621,4
114423,1
220343,4
126012,0
311956,3
189591,1
93249,4
311560,0
119846,0
258006,0
140898,4
361032,1
390158,4
283240,0
382957,1
406463,1
153989,2
400389,0
292953,0
336193,1
170317,1
191812,5
168877,1
141848,0
172763,2
211159,1
343855,0
94251,1
37960,4
296754,0
221372,1
324233,0
85532,4
244138,1
105991,0
205520,4
289100,0
324301,0
413850,3
357928,1
111691,0
401277,1
248894,2
8009,1
276292,1
172147,5
13768,1
283595,1
233889,1
143719,3
66120,4
302236,1
103477,1
21978,0
81936,0
400739,1
235577,2
66307,1
259616,0
400204,1
316543,1
104091,1
22088,0
275838,3
43525,0
378510,1
350985,1
388075,1
11835,1
334012,0
343071,1
281683,0
236271,0
82584,3
328789,1
279355,1
131347,0
371318,0
97651,1
265818,1
4271,1
209783,4
16675,3
109868,1
312298,0
55901,1
129929,0
147075,3
183708,0
100220,0
117924,0
291403,5
351925,0
46545,0
186005,0
238575,5
167015,1
288643,1
415497,4
325198,0
57014,4
136240,3
54149,1
64350,3
398169,2
13861,2
354336,1
232181,0
409585,1
248188,0
180783,3
374271,1
262593,0
33551,0
195354,3
213197,1
334472,3
30314,3
59041,1
9044,1
186185,0
264406,0
304607,4
23882,2
303697,1
294892,0
326102,3
128013,0
233634,3
64462,0
106813,3
235992,0
102395,4
397767,1
240237,2
154618,3
283555,1
183835,0
134406,1
180452,5
263773,0
160794,3
80962,3
121492,1
148248,1
69565,0
150177,1
184445,0
391489,3
72805,0
267209,1
359532,0
53387,4
322867,1
86959,2
295600,1
22655,1
4486,1
172923,0
189004,1
133467,2
162181,1
157398,1
52149,1
338914,4
245131,1
142595,1
168958,0
335085,1
127932,1
132852,2
340275,5
165245,1
318922,0
398454,1
271480,1
334244,0
79147,4
120805,0
414051,1
119884,0
349782,3
219360,4
169921,4
44290,0
261596,0
215310,0
352658,1
319050,0
601,0
290139,4
237493,3
34558,1
227939,0
44912,3
37861,1
149315,0
166310,2
219524,1
63458,4
73963,1
75287,0
15865,0
291942,0
360053,4
131352,0
393447,0
277821,0
247862,1
385286,4
123877,4
150118,0
269912,0
277310,0
120874,1
41334,3
230881,1
237804,0
20434,1
15039,0
376006,4
32007,0
120389,2
161413,3
95443,1
95140,5
172247,1
332777,3
312172,1
64338,3
309071,3
225454,4
229461,2
403031,3
261504,0
75027,2
159690,3
397189,4
12042,1
324878,1
210483,4
221692,0
378546,0
243621,1
389862,5
14560,2
51340,2
77847,2
290351,0
14022,4
4743,4
292224,0
96162,1
273986,1
366330,1
246481,1
113818,0
9026,4
18553,3
156958,0
391264,1
159088,4
266804,1
383409,3
320742,1
226131,0
197962,3
221605,1
135663,3
404825,3
144727,0
409843,1
189853,3
316631,0
174147,3
133314,1
288316,2
173783,2
62492,2
65194,4
229200,0
256911,4
247037,3
67765,1
67748,1
